,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
221,1276,2023,MI,FT,Data Analyst,105000,US,0,US,M
1605,543,2023,SE,FT,Data Analyst,208049,US,0,US,M
1603,517,2023,SE,FT,Data Analyst,185000,US,100,US,M
1602,518,2023,SE,FT,Data Analyst,120250,US,100,US,M
2721,2031,2022,MI,FT,Data Analyst,65000,US,100,US,M
2722,2030,2022,MI,FT,Data Analyst,100000,US,100,US,M
1804,2840,2022,EN,FT,Data Analyst,7799,BR,100,BR,L
2725,2027,2022,SE,FT,Data Analyst,119000,US,0,US,M
2726,2026,2022,SE,FT,Data Analyst,166700,US,0,US,M
1811,2912,2022,EN,FT,Data Analyst,46000,US,100,US,L
2731,2182,2022,SE,FT,Data Analyst,100000,US,0,US,M
2732,2181,2022,SE,FT,Data Analyst,130000,US,0,US,M
1622,555,2023,SE,FT,Data Analyst,190000,US,100,US,M
2690,2023,2022,EN,FT,Data Analyst,50000,US,50,US,L
2643,2058,2022,SE,FT,Data Analyst,120000,US,0,US,M
2665,2089,2022,SE,FT,Data Analyst,65000,US,100,US,M
2644,2057,2022,SE,FT,Data Analyst,81666,US,100,US,M
2645,2056,2022,SE,FT,Data Analyst,115934,US,100,US,M
1667,509,2023,SE,FT,Data Analyst,148700,US,0,US,M
203,1294,2023,SE,FT,Data Analyst,180180,US,0,US,M
1666,510,2023,SE,FT,Data Analyst,125600,US,0,US,M
2518,3159,2022,SE,FT,Data Analyst,112900,US,100,US,M
202,1295,2023,SE,FT,Data Analyst,106020,US,0,US,M
201,1296,2023,SE,FT,Data Analyst,93919,US,100,US,M
220,1277,2023,MI,FT,Data Analyst,109371,GB,0,GB,M
200,1297,2023,SE,FT,Data Analyst,51962,US,100,US,M
2663,2090,2022,SE,FT,Data Analyst,55000,US,100,US,M
1645,474,2023,SE,FT,Data Analyst,100000,US,100,US,M
2688,2012,2022,MI,FT,Data Analyst,55410,GB,0,GB,M
1644,475,2023,SE,FT,Data Analyst,80000,US,100,US,M
2668,2086,2022,SE,FT,Data Analyst,140000,US,100,US,M
2669,2085,2022,SE,FT,Data Analyst,192500,US,100,US,M
1785,2908,2022,SE,FT,Data Analyst,115000,US,0,US,L
2678,2011,2022,MI,FT,Data Analyst,430967,GB,0,GB,M
2679,2021,2022,MI,FT,Data Analyst,60000,US,100,US,M
2680,2020,2022,MI,FT,Data Analyst,75000,US,100,US,M
2684,2016,2022,SE,FT,Data Analyst,110600,US,0,US,M
2685,2015,2022,SE,FT,Data Analyst,169000,US,0,US,M
2686,2014,2022,SE,FT,Data Analyst,39925,ES,0,ES,M
2687,2013,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
2942,1967,2022,EN,FT,Data Analyst,48000,US,0,US,M
1459,703,2023,MI,FT,Data Analyst,100000,US,0,US,M
2151,2782,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
1262,176,2023,SE,FT,Data Analyst,42533,CF,100,CF,M
3054,2476,2022,SE,FT,Data Analyst,127000,US,0,US,M
2978,1983,2022,MI,FT,Data Analyst,102640,US,100,US,M
2977,1973,2022,SE,FT,Data Analyst,127000,US,100,US,M
2976,1984,2022,MI,FT,Data Analyst,66100,US,100,US,M
3055,2475,2022,SE,FT,Data Analyst,150000,US,0,US,M
1904,3008,2022,SE,FT,Data Analyst,117000,US,100,US,M
2413,3265,2022,SE,FT,Data Analyst,84900,US,100,US,M
1280,215,2023,SE,FT,Data Analyst,120000,US,100,US,M
3059,2471,2022,EN,FT,Data Analyst,64000,US,100,US,L
1903,3009,2022,SE,FT,Data Analyst,99450,US,100,US,M
3062,2468,2022,SE,FT,Data Analyst,120000,US,0,US,M
3063,2467,2022,MI,FT,Data Analyst,100000,US,100,US,M
2968,1993,2022,SE,FT,Data Analyst,150000,US,100,US,M
3064,2466,2022,MI,FT,Data Analyst,150000,US,100,US,M
2967,1994,2022,SE,FT,Data Analyst,100000,US,100,US,M
1276,220,2023,SE,FT,Data Analyst,140000,US,0,US,M
3068,2488,2022,SE,FT,Data Analyst,80000,US,0,US,M
3069,2489,2022,SE,FT,Data Analyst,52500,US,0,US,M
139,1328,2023,MI,FT,Data Analyst,54685,GB,0,GB,M
1354,752,2023,EN,FT,Data Analyst,60000,US,100,US,M
1355,751,2023,EN,FT,Data Analyst,75000,US,100,US,M
1275,221,2023,SE,FT,Data Analyst,120000,US,0,US,M
1939,3018,2022,SE,FT,Data Analyst,130000,US,100,US,M
2379,3380,2022,SE,FT,Data Analyst,100000,US,100,US,M
2378,3381,2022,SE,FT,Data Analyst,69000,US,100,US,M
1268,216,2023,SE,FT,Data Analyst,75000,US,100,US,M
3081,2501,2022,EN,PT,Data Analyst,125404,CN,50,US,S
137,1304,2023,SE,FT,Data Analyst,192500,US,100,US,M
319,945,2023,SE,FT,Data Analyst,90000,US,100,US,M
136,1305,2023,SE,FT,Data Analyst,140000,US,100,US,M
1321,142,2023,EN,FT,Data Analyst,70000,US,0,US,M
1914,3016,2022,SE,FT,Data Analyst,61566,GB,0,GB,M
1915,3017,2022,SE,FT,Data Analyst,175000,US,100,US,M
1309,143,2023,SE,FT,Data Analyst,204500,US,0,US,M
423,1058,2023,SE,FT,Data Analyst,153600,US,0,US,M
1372,734,2023,SE,FT,Data Analyst,106020,US,0,US,M
3026,1935,2022,SE,FT,Data Analyst,95000,US,0,US,M
3027,1934,2022,SE,FT,Data Analyst,120000,US,0,US,M
1920,3033,2022,EN,FT,Data Analyst,50000,AR,100,AR,L
1297,141,2023,EN,FT,Data Analyst,75000,US,0,US,M
422,1071,2023,SE,FT,Data Analyst,95000,US,0,US,M
421,1044,2023,SE,FT,Data Analyst,179975,US,100,US,M
1933,3023,2022,MI,FT,Data Analyst,5723,IN,100,IN,S
1322,144,2023,SE,FT,Data Analyst,138900,US,0,US,M
1336,157,2023,MI,FT,Data Analyst,46178,GB,0,GB,M
2387,3398,2022,MI,FT,Data Analyst,135000,US,100,US,M
320,944,2023,SE,FT,Data Analyst,145000,US,100,US,M
1324,158,2023,MI,FT,Data Analyst,42533,GB,0,GB,M
3045,2485,2022,SE,FT,Data Analyst,100000,US,0,US,M
2998,1911,2022,MI,FT,Data Analyst,75000,US,100,US,M
2997,1912,2022,MI,FT,Data Analyst,60000,US,100,US,M
3046,2484,2022,SE,FT,Data Analyst,130000,US,0,US,M
1332,162,2023,SE,FT,Data Analyst,105200,US,0,US,M
3047,2483,2022,SE,FT,Data Analyst,119000,US,0,US,M
1333,161,2023,SE,FT,Data Analyst,168400,US,0,US,M
3048,2482,2022,SE,FT,Data Analyst,166700,US,0,US,M
2987,1974,2022,SE,FT,Data Analyst,104000,US,100,US,M
1263,175,2023,SE,FT,Data Analyst,54685,CF,100,CF,M
3061,2469,2022,SE,FT,Data Analyst,95000,US,0,US,M
2401,3399,2022,MI,FT,Data Analyst,50000,US,100,US,M
240,968,2023,EN,FT,Data Analyst,30000,IN,50,IN,M
2150,2783,2022,SE,FT,Data Analyst,36773,ES,0,ES,M
315,949,2023,SE,FT,Data Analyst,85500,US,0,US,M
406,1031,2023,SE,FT,Data Analyst,85000,US,100,US,M
327,937,2023,EN,FT,Data Analyst,75000,US,100,US,M
3107,2423,2022,SE,FT,Data Analyst,127000,US,100,US,M
3106,2424,2022,SE,FT,Data Analyst,110000,US,100,US,M
1253,186,2023,EN,FT,Data Analyst,85000,US,100,US,M
316,948,2023,SE,FT,Data Analyst,95000,US,0,US,M
1252,187,2023,EN,FT,Data Analyst,75000,US,100,US,M
2420,3125,2022,MI,FT,Data Analyst,65257,SG,50,SG,M
2371,3388,2022,SE,FT,Data Analyst,126500,US,100,US,M
2954,1955,2022,SE,FT,Data Analyst,81666,US,100,US,M
429,1064,2023,SE,FT,Data Analyst,165000,US,100,US,M
2955,1954,2022,SE,FT,Data Analyst,115934,US,100,US,M
2370,3389,2022,SE,FT,Data Analyst,106260,US,100,US,M
2374,3384,2022,SE,FT,Data Analyst,150075,US,100,US,M
428,1065,2023,SE,FT,Data Analyst,125000,US,100,US,M
1227,38,2023,MI,FT,Data Analyst,64500,US,0,US,M
1228,37,2023,MI,FT,Data Analyst,105380,US,0,US,M
2366,3393,2022,SE,FT,Data Analyst,100000,US,100,US,M
2959,1950,2022,MI,FT,Data Analyst,150000,US,0,US,M
2958,1951,2022,MI,FT,Data Analyst,100000,US,0,US,M
3087,2496,2022,SE,FT,Data Analyst,135000,US,100,US,M
2367,3392,2022,SE,FT,Data Analyst,105000,US,100,US,M
3086,2497,2022,SE,FT,Data Analyst,100000,US,100,US,M
3574,3578,2021,EN,FT,Computer Vision Software Engineer,70000,US,100,US,M
2358,3477,2022,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S
121,1321,2023,SE,FT,Computer Vision Software Engineer,53654,NL,100,CA,L
3532,3577,2021,MI,FT,Computer Vision Software Engineer,95746,DE,100,US,S
3616,2923,2021,EN,PT,Computer Vision Software Engineer,19073,DK,50,DK,L
2910,1596,2022,MI,FT,Computer Vision Engineer,15897,IN,100,IN,M
2334,3493,2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M
3528,3723,2021,SE,FT,Computer Vision Engineer,18907,BR,0,BR,M
581,1774,2023,SE,FT,Computer Vision Engineer,235000,US,0,US,M
3606,3484,2021,SE,FT,Computer Vision Engineer,24000,BR,100,BR,M
580,1775,2023,SE,FT,Computer Vision Engineer,185000,US,0,US,M
3563,3687,2021,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S
228,983,2023,EN,FT,Computer Vision Engineer,220000,US,0,US,M
1231,34,2023,SE,FT,Computer Vision Engineer,184590,US,0,US,M
2327,3434,2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M
1287,209,2023,SE,FT,Computer Vision Engineer,215000,US,0,US,M
1232,33,2023,SE,FT,Computer Vision Engineer,342810,US,0,US,M
800,1545,2023,SE,FT,Computer Vision Engineer,200000,US,100,US,S
1286,210,2023,SE,FT,Computer Vision Engineer,170000,US,0,US,M
1135,75,2023,SE,FT,Computer Vision Engineer,210000,US,0,US,M
1136,74,2023,SE,FT,Computer Vision Engineer,280000,US,0,US,M
3690,3721,2020,SE,FL,Computer Vision Engineer,60000,RU,100,US,S
2962,1970,2022,MI,FT,Computer Vision Engineer,58837,FR,100,FR,S
1225,40,2023,EN,FT,Compliance Data Analyst,30000,NG,100,NG,L
2862,1891,2022,SE,FT,Cloud Database Engineer,160000,US,100,US,M
452,1673,2023,SE,FT,Cloud Database Engineer,140000,US,100,US,M
477,1674,2023,SE,FT,Cloud Database Engineer,115000,US,100,US,M
1732,659,2023,SE,FT,Cloud Database Engineer,170000,US,100,US,L
2863,1890,2022,SE,FT,Cloud Database Engineer,190000,US,100,US,M
3489,3584,2021,SE,FT,Cloud Data Engineer,160000,BR,100,US,S
3492,3580,2021,MI,FT,Cloud Data Engineer,89294,SG,50,SG,L
3103,2427,2022,SE,FT,Cloud Data Engineer,12608,SK,100,SK,S
3626,3063,2021,SE,FT,Cloud Data Architect,250000,US,50,US,L
1152,85,2023,SE,FT,Business Intelligence Engineer,185900,US,0,US,M
1208,26,2023,SE,FT,Business Intelligence Engineer,156400,US,0,US,M
1184,25,2023,SE,FT,Business Intelligence Engineer,225000,US,0,US,M
1153,86,2023,SE,FT,Business Intelligence Engineer,129300,US,0,US,M
2390,3422,2022,MI,FT,Business Data Analyst,17805,IN,100,IN,M
3697,2118,2020,MI,FT,Business Data Analyst,95000,US,0,US,M
1689,492,2023,EN,FT,Business Data Analyst,21461,ES,0,ES,M
2925,1739,2022,MI,FT,Business Data Analyst,18314,IN,50,IN,L
799,1547,2023,EN,FT,Business Data Analyst,12877,GR,50,GR,L
2124,2807,2022,EN,FT,Business Data Analyst,50000,IN,100,AS,L
2889,1527,2022,EN,FT,Business Data Analyst,48000,US,50,US,L
3530,3724,2021,EN,FT,Business Data Analyst,59102,LU,100,LU,L
3689,3753,2020,EN,CT,Business Data Analyst,100000,US,100,US,L
2898,972,2022,MI,FT,Business Data Analyst,9289,BR,100,BR,M
2123,2784,2022,MI,FT,Business Data Analyst,150000,US,100,US,L
1339,155,2023,MI,FT,Business Data Analyst,105000,US,50,US,L
3713,3655,2020,MI,FT,Business Data Analyst,135000,US,100,US,L
2331,3429,2022,MI,FT,Business Data Analyst,69133,CA,50,CA,L
2422,3123,2022,SE,FT,Business Data Analyst,100000,US,100,US,L
3589,3501,2021,MI,FT,Big Data Engineer,60000,ES,50,RO,M
3722,3514,2020,EN,FT,Big Data Engineer,70000,US,100,US,L
3751,3683,2020,SE,FT,Big Data Engineer,114047,PL,100,GB,S
762,1412,2023,EN,FT,Big Data Engineer,130000,SE,100,SE,S
3544,3705,2021,EN,FT,Big Data Engineer,5882,IN,0,CH,L
3548,3666,2021,MI,FT,Big Data Engineer,22611,IN,0,IN,L
3747,3613,2020,SE,FT,Big Data Engineer,109024,GB,50,GB,M
2071,2651,2022,SE,FT,Big Data Engineer,161311,CA,50,CA,M
1081,360,2023,MI,FT,Big Data Engineer,48289,ES,100,ES,M
3527,3720,2021,MI,FT,Big Data Engineer,18000,MD,0,MD,S
3450,3644,2021,EN,FT,Big Data Engineer,16228,IN,100,IN,L
3494,3601,2021,SE,FT,Big Data Architect,99703,CA,50,CA,M
42,1229,2023,SE,FT,Big Data Architect,151902,GB,100,GB,L
541,1640,2023,SE,FT,BI Developer,106000,US,0,US,M
2682,2018,2022,SE,FT,BI Developer,140000,US,100,US,M
2681,2019,2022,SE,FT,BI Developer,120000,US,100,US,M
149,1350,2023,SE,FT,BI Developer,135000,US,100,US,M
771,1403,2023,EN,FT,BI Developer,100000,US,0,US,M
542,1639,2023,SE,FT,BI Developer,197000,US,0,US,M
790,1557,2023,SE,FT,BI Developer,110000,US,100,US,M
791,1556,2023,SE,FT,BI Developer,140000,US,100,US,M
760,1402,2023,EN,FT,BI Developer,160000,US,0,US,M
495,1687,2023,SE,FT,BI Developer,110000,US,100,US,M
2901,775,2022,SE,FT,BI Developer,130000,US,100,US,L
496,1686,2023,SE,FT,BI Developer,140000,US,100,US,M
148,1351,2023,SE,FT,BI Developer,100000,US,100,US,M
1105,392,2023,EN,FT,BI Data Engineer,60000,US,100,US,M
3735,3691,2020,MI,FT,BI Data Analyst,98000,US,0,US,M
1988,2975,2022,EN,FT,BI Data Analyst,6270,BR,100,BR,L
2049,2650,2022,EN,FT,BI Data Analyst,57000,US,100,US,L
3674,3574,2021,MI,FT,BI Data Analyst,36259,HU,50,US,L
3597,3511,2021,EN,FT,BI Data Analyst,55000,US,50,US,S
227,984,2023,SE,FT,BI Data Analyst,71897,DE,100,DE,M
1790,2940,2022,MI,FT,BI Data Analyst,53368,AU,100,AU,M
3662,3558,2021,EX,FT,BI Data Analyst,150000,IN,100,US,L
1997,2698,2022,MI,FT,BI Data Analyst,45050,AU,50,AU,L
3338,2254,2022,MI,FT,BI Data Analyst,105066,FR,50,FR,M
1927,3026,2022,MI,FT,BI Data Analyst,50432,DE,100,DE,S
2683,2017,2022,EN,FT,BI Data Analyst,60938,DE,0,DE,L
2107,2800,2022,EN,FT,BI Data Analyst,8050,IN,100,IN,M
3659,3555,2021,MI,FT,BI Data Analyst,100000,US,100,US,M
3459,3651,2021,EN,FT,BI Data Analyst,9272,KE,100,KE,S
3049,2481,2022,EN,FT,BI Analyst,76000,US,50,US,L
3236,2559,2022,MI,FT,BI Analyst,78000,BR,100,BR,M
3235,2560,2022,MI,FT,BI Analyst,48000,BR,100,BR,M
880,1521,2023,SE,FT,BI Analyst,125000,US,0,US,M
3360,2378,2022,EN,PT,BI Analyst,12000,MX,100,US,L
1525,809,2023,SE,FT,BI Analyst,135000,US,0,US,M
1526,808,2023,SE,FT,BI Analyst,160000,US,0,US,M
2015,2680,2022,SE,FT,BI Analyst,200000,NG,100,NG,S
879,1522,2023,SE,FT,BI Analyst,110000,US,0,US,M
158,1340,2023,SE,FT,Azure Data Engineer,100000,NL,50,NL,L
1724,573,2023,EN,FT,Autonomous Vehicle Technician,7000,GH,0,GH,S
3615,2335,2021,MI,FL,Autonomous Vehicle Technician,45555,AS,50,BS,M
2046,2675,2022,SE,FT,Applied Scientist,141525,US,100,US,M
2047,2674,2022,SE,FT,Applied Scientist,191475,US,100,US,M
487,1695,2023,SE,FT,Applied Scientist,72000,US,0,US,L
2634,2067,2022,SE,FT,Applied Scientist,230000,US,100,US,M
2633,2068,2022,SE,FT,Applied Scientist,196000,US,100,US,M
1142,68,2023,SE,FT,Applied Scientist,309400,US,0,US,L
1842,2868,2022,SE,FT,Applied Scientist,212800,US,100,US,M
3288,2305,2022,SE,FT,Applied Scientist,196000,US,100,US,M
1093,348,2023,EN,FT,Applied Scientist,213660,US,0,US,L
1141,69,2023,SE,FT,Applied Scientist,159100,US,0,US,L
3303,2290,2022,SE,FT,Applied Scientist,184000,US,100,US,M
776,1398,2023,SE,FT,Applied Scientist,205000,US,0,US,M
1293,173,2023,SE,FT,Applied Scientist,222200,US,0,US,L
697,1421,2023,SE,FT,Applied Scientist,350000,US,0,US,L
3289,2304,2022,SE,FT,Applied Scientist,230000,US,100,US,M
3293,2289,2022,SE,FT,Applied Scientist,205000,US,100,US,M
3294,2299,2022,SE,FT,Applied Scientist,184000,US,100,US,M
3295,2298,2022,SE,FT,Applied Scientist,205000,US,100,US,M
497,1685,2023,SE,FT,Applied Scientist,196000,US,100,US,M
1850,2869,2022,SE,FT,Applied Scientist,142800,US,100,US,M
696,1422,2023,SE,FT,Applied Scientist,262500,US,0,US,L
1460,702,2023,SE,FT,Applied Scientist,136000,US,0,US,L
498,1684,2023,SE,FT,Applied Scientist,230000,US,100,US,M
1331,163,2023,SE,FT,Applied Scientist,309400,US,0,US,L
1330,164,2023,SE,FT,Applied Scientist,159100,US,0,US,L
2995,1914,2022,SE,FT,Applied Scientist,142000,US,100,US,M
1461,701,2023,SE,FT,Applied Scientist,222200,US,0,US,L
2996,1913,2022,SE,FT,Applied Scientist,184000,US,100,US,M
1092,349,2023,EN,FT,Applied Scientist,130760,US,0,US,L
3406,2356,2022,SE,FT,Applied Scientist,205000,US,100,US,M
1264,174,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1056,442,2023,SE,FT,Applied Scientist,136000,US,0,US,L
997,272,2023,SE,FT,Applied Scientist,260000,US,0,US,L
3380,2357,2022,SE,FT,Applied Scientist,184000,US,100,US,M
1195,13,2023,EN,FT,Applied Scientist,213660,US,0,US,L
1058,440,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1059,439,2023,SE,FT,Applied Scientist,222200,US,0,US,L
990,280,2023,SE,FT,Applied Scientist,205000,US,100,US,M
1203,6,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1204,5,2023,SE,FT,Applied Scientist,222200,US,0,US,L
989,281,2023,SE,FT,Applied Scientist,184000,US,100,US,M
1211,43,2023,EN,FT,Applied Scientist,110680,US,0,US,L
575,1780,2023,SE,FT,Applied Scientist,184000,US,100,US,M
574,1781,2023,SE,FT,Applied Scientist,142000,US,100,US,M
1223,42,2023,EN,FT,Applied Scientist,204620,US,0,US,L
775,1399,2023,SE,FT,Applied Scientist,180000,US,0,US,M
985,273,2023,SE,FT,Applied Scientist,136000,US,0,US,L
920,294,2023,SE,FT,Applied Scientist,222200,US,0,US,L
1057,441,2023,SE,FT,Applied Scientist,260000,US,0,US,L
1053,445,2023,SE,FT,Applied Scientist,205000,US,100,US,M
3030,1931,2022,SE,FT,Applied Scientist,164000,US,100,US,M
3031,1930,2022,SE,FT,Applied Scientist,192000,US,100,US,M
994,276,2023,SE,FT,Applied Scientist,260000,US,0,US,L
919,295,2023,SE,FT,Applied Scientist,136000,US,0,US,L
993,277,2023,SE,FT,Applied Scientist,136000,US,0,US,L
1052,446,2023,SE,FT,Applied Scientist,184000,US,100,US,M
488,1694,2023,SE,FT,Applied Scientist,126100,US,0,US,L
1183,14,2023,EN,FT,Applied Scientist,130760,US,0,US,L
2343,3456,2022,EN,CT,Applied Machine Learning Scientist,30469,TN,100,CZ,M
1731,660,2023,SE,FT,Applied Machine Learning Scientist,90000,US,100,US,L
1814,2932,2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,M
2885,1840,2022,SE,FT,Applied Machine Learning Scientist,150000,US,100,US,M
1771,574,2023,EN,FT,Applied Machine Learning Scientist,42923,DE,50,DE,M
2333,3427,2022,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
2142,2818,2022,SE,FT,Applied Machine Learning Scientist,108000,US,0,US,L
1967,2970,2022,MI,FT,Applied Machine Learning Scientist,173000,US,50,US,M
3578,3485,2021,MI,FT,Applied Machine Learning Scientist,38400,VN,100,US,M
2491,3075,2022,MI,FL,Applied Machine Learning Scientist,30523,IN,100,IN,S
2470,3073,2022,SE,FT,Applied Machine Learning Scientist,77119,FR,100,GB,L
3525,3747,2021,MI,FT,Applied Machine Learning Scientist,423000,US,50,US,L
1128,82,2023,MI,FT,Applied Machine Learning Engineer,69751,IN,100,DE,S
425,1068,2023,MI,FT,Applied Machine Learning Engineer,130000,US,0,US,M
2850,1849,2022,EN,FT,Applied Data Scientist,40000,AU,100,PK,M
2357,3468,2022,SE,FT,Applied Data Scientist,380000,US,100,US,L
1278,218,2023,SE,FT,Applied Data Scientist,68318,AU,100,FI,M
3641,3539,2021,MI,FT,Applied Data Scientist,54238,GB,50,CA,L
788,1546,2023,MI,FT,Applied Data Scientist,80000,KE,100,KE,S
2332,3428,2022,MI,FT,Applied Data Scientist,157000,US,100,US,L
3586,3497,2021,EN,FT,Applied Data Scientist,110037,GB,0,GB,L
1338,156,2023,MI,FT,Applied Data Scientist,20670,IN,100,IN,L
2313,3470,2022,SE,FT,Applied Data Scientist,177000,US,100,US,L
2479,3062,2022,EN,FT,Applied Data Scientist,50000,AT,50,AT,M
918,296,2023,EX,FT,Analytics Engineer,221000,US,100,US,M
1952,2959,2022,SE,FT,Analytics Engineer,180000,US,0,US,M
1823,2919,2022,SE,FT,Analytics Engineer,250000,US,0,US,M
1951,2960,2022,SE,FT,Analytics Engineer,203500,US,0,US,M
1983,2980,2022,EX,FT,Analytics Engineer,200000,US,100,US,M
1828,2933,2022,MI,CT,Analytics Engineer,7500,BO,50,BO,M
1315,123,2023,SE,FT,Analytics Engineer,289800,US,0,US,M
1185,24,2023,SE,FT,Analytics Engineer,143200,GB,100,GB,M
1186,23,2023,SE,FT,Analytics Engineer,230000,GB,100,GB,M
1314,124,2023,SE,FT,Analytics Engineer,214200,US,0,US,M
917,297,2023,EX,FT,Analytics Engineer,153000,US,100,US,M
3323,2218,2022,SE,FT,Analytics Engineer,135000,US,0,US,M
2289,3312,2022,EX,FT,Analytics Engineer,175000,US,100,US,M
3322,2219,2022,SE,FT,Analytics Engineer,110000,US,0,US,M
2130,2830,2022,SE,FT,Analytics Engineer,122500,US,100,US,M
2129,2831,2022,SE,FT,Analytics Engineer,100000,US,100,US,M
1999,2696,2022,SE,FT,Analytics Engineer,130000,US,100,US,M
1822,2920,2022,SE,FT,Analytics Engineer,63000,US,0,US,M
1424,682,2023,SE,FT,Analytics Engineer,87000,US,0,US,M
1425,681,2023,SE,FT,Analytics Engineer,130000,US,0,US,M
2477,3066,2022,SE,FT,Analytics Engineer,48000,AR,100,US,S
999,271,2023,SE,FT,Analytics Engineer,113000,US,100,US,M
1000,270,2023,SE,FT,Analytics Engineer,173000,US,100,US,M
1998,2697,2022,SE,FT,Analytics Engineer,110000,US,100,US,M
2221,3328,2022,SE,FT,Analytics Engineer,205300,US,0,US,M
2288,3313,2022,EX,FT,Analytics Engineer,135000,US,100,US,M
2169,2738,2022,SE,FT,Analytics Engineer,110000,US,100,US,M
2170,2737,2022,SE,FT,Analytics Engineer,130000,US,100,US,M
1160,108,2023,SE,FT,Analytics Engineer,116450,US,0,US,M
365,1101,2023,SE,FT,Analytics Engineer,175000,US,0,US,M
1378,754,2023,MI,FT,Analytics Engineer,165000,US,0,US,M
2148,2812,2022,SE,FT,Analytics Engineer,190000,US,100,US,M
2946,1963,2022,MI,FT,Analytics Engineer,100000,US,100,US,M
966,247,2023,SE,FT,Analytics Engineer,190000,US,100,US,M
965,248,2023,SE,FT,Analytics Engineer,112000,US,100,US,M
1383,782,2023,SE,FT,Analytics Engineer,130000,US,100,US,M
1384,781,2023,SE,FT,Analytics Engineer,170000,US,100,US,M
1068,401,2023,SE,FT,Analytics Engineer,179820,US,0,US,M
2947,1962,2022,MI,FT,Analytics Engineer,122500,US,100,US,M
785,1472,2023,SE,FT,Analytics Engineer,231250,US,100,US,M
3335,2257,2022,MI,FT,Analytics Engineer,104663,GB,0,GB,M
1890,2945,2022,SE,FT,Analytics Engineer,63000,US,0,US,M
1889,2944,2022,SE,FT,Analytics Engineer,250000,US,0,US,M
1950,2961,2022,SE,FT,Analytics Engineer,152000,US,0,US,M
3247,2548,2022,MI,FT,Analytics Engineer,48000,BR,100,BR,M
3334,2258,2022,MI,FT,Analytics Engineer,73880,GB,0,GB,M
2005,2690,2022,MI,FT,Analytics Engineer,108000,US,100,US,M
1880,2875,2022,SE,FT,Analytics Engineer,165000,US,100,US,M
3248,2547,2022,MI,FT,Analytics Engineer,78000,BR,100,BR,M
2147,2813,2022,SE,FT,Analytics Engineer,140000,US,100,US,M
1067,402,2023,SE,FT,Analytics Engineer,143860,US,0,US,M
1878,2876,2022,SE,FT,Analytics Engineer,140250,US,100,US,M
1239,117,2023,SE,FT,Analytics Engineer,289800,US,0,US,M
2004,2691,2022,MI,FT,Analytics Engineer,85000,US,100,US,M
1161,107,2023,SE,FT,Analytics Engineer,152500,US,0,US,M
1953,2958,2022,SE,FT,Analytics Engineer,245000,US,0,US,M
1436,725,2023,SE,FT,Analytics Engineer,183500,US,100,US,M
468,1657,2023,SE,FT,Analytics Engineer,207000,US,0,US,M
3426,2319,2022,SE,FT,Analytics Engineer,193750,US,100,US,M
731,1473,2023,SE,FT,Analytics Engineer,138750,US,100,US,M
1323,170,2023,SE,FT,Analytics Engineer,120000,US,100,US,M
3044,2486,2022,SE,FT,Analytics Engineer,103432,GB,0,GB,M
2516,3079,2022,MI,FT,Analytics Engineer,54000,US,0,US,M
2656,2098,2022,SE,FT,Analytics Engineer,125000,US,100,US,M
1325,169,2023,SE,FT,Analytics Engineer,150000,US,100,US,M
323,940,2023,SE,FT,Analytics Engineer,150000,US,0,US,M
349,1089,2023,SE,FT,Analytics Engineer,197000,US,0,US,M
1802,2898,2022,SE,FT,Analytics Engineer,102663,GB,100,GB,M
380,1102,2023,SE,FT,Analytics Engineer,140000,US,0,US,M
2509,3086,2022,EN,FT,Analytics Engineer,130000,US,50,US,L
2506,3078,2022,MI,FT,Analytics Engineer,200000,US,0,US,M
3178,2619,2022,SE,FT,Analytics Engineer,120000,US,0,US,M
1620,545,2023,SE,FT,Analytics Engineer,179820,US,0,US,M
348,1090,2023,SE,FT,Analytics Engineer,106000,US,0,US,M
1631,546,2023,SE,FT,Analytics Engineer,143860,US,0,US,M
1343,151,2023,SE,FT,Analytics Engineer,230000,US,0,US,M
1342,152,2023,SE,FT,Analytics Engineer,143200,US,0,US,M
1908,3004,2022,SE,FT,Analytics Engineer,170000,US,100,US,M
1982,2981,2022,EX,FT,Analytics Engineer,150000,US,100,US,M
1801,2899,2022,SE,FT,Analytics Engineer,80041,GB,100,GB,M
1907,3005,2022,SE,FT,Analytics Engineer,135000,US,100,US,M
706,1470,2023,SE,FT,Analytics Engineer,200000,US,100,US,M
705,1471,2023,SE,FT,Analytics Engineer,175000,US,100,US,M
467,1658,2023,SE,FT,Analytics Engineer,167000,US,0,US,M
3179,2618,2022,SE,FT,Analytics Engineer,150000,US,0,US,M
2657,2097,2022,SE,FT,Analytics Engineer,170000,US,100,US,M
